r_l	V(vo)	I(RL1)
6.886522963444424e+04	5.011848e+00	7.277763e-05
6.918309709191034e+04	5.011848e+00	7.244325e-05
6.950243175889648e+04	5.011848e+00	7.211040e-05
6.982324040773400e+04	5.011848e+00	7.177908e-05
7.014552984201408e+04	5.011848e+00	7.144929e-05
7.046930689673172e+04	5.011848e+00	7.112101e-05
7.079457843843091e+04	5.011848e+00	7.079424e-05
7.112135136535010e+04	5.011848e+00	7.046897e-05
7.144963260756862e+04	5.011848e+00	7.014519e-05
7.177942912715355e+04	5.011848e+00	6.982291e-05
7.211074791830742e+04	5.011848e+00	6.950210e-05
7.244359600751655e+04	5.011848e+00	6.918277e-05
7.277798045370002e+04	5.011848e+00	6.886490e-05
7.311390834835946e+04	5.011848e+00	6.854849e-05
7.345138681572929e+04	5.011848e+00	6.823354e-05
7.379042301292797e+04	5.011848e+00	6.792004e-05
7.413102413010971e+04	5.011848e+00	6.760797e-05
7.447319739061696e+04	5.011848e+00	6.729734e-05
7.481695005113358e+04	5.011848e+00	6.698814e-05
7.516228940183877e+04	5.011848e+00	6.668036e-05
7.550922276656172e+04	5.011848e+00	6.637399e-05
7.585775750293679e+04	5.011848e+00	6.606903e-05
7.620790100255971e+04	5.011848e+00	6.576547e-05
7.655966069114424e+04	5.011848e+00	6.546330e-05
7.691304402867964e+04	5.011848e+00	6.516253e-05
7.726805850958900e+04	5.011848e+00	6.486313e-05
7.762471166288803e+04	5.011848e+00	6.456512e-05
7.798301105234482e+04	5.011848e+00	6.426847e-05
7.834296427664022e+04	5.011848e+00	6.397318e-05
7.870457896952900e+04	5.011848e+00	6.367925e-05
7.906786280000175e+04	5.011848e+00	6.338667e-05
7.943282347244748e+04	5.011848e+00	6.309543e-05
7.979946872681708e+04	5.011848e+00	6.280553e-05
8.016780633878743e+04	5.011848e+00	6.251697e-05
8.053784411992627e+04	5.011848e+00	6.222973e-05
8.090958991785793e+04	5.011848e+00	6.194381e-05
8.128305161642973e+04	5.011848e+00	6.165921e-05
8.165823713587914e+04	5.011848e+00	6.137591e-05
8.203515443300182e+04	5.011848e+00	6.109391e-05
8.241381150132032e+04	5.011848e+00	6.081321e-05
8.279421637125361e+04	5.011848e+00	6.053380e-05
8.317637711028739e+04	5.011848e+00	6.025567e-05
8.356030182314519e+04	5.011848e+00	5.997882e-05
8.394599865196022e+04	5.011848e+00	5.970324e-05
8.433347577644813e+04	5.011848e+00	5.942893e-05
8.472274141408034e+04	5.011848e+00	5.915588e-05
8.511380382025844e+04	5.011848e+00	5.888408e-05
8.550667128848922e+04	5.011848e+00	5.861354e-05
8.590135215056056e+04	5.011848e+00	5.834423e-05
8.629785477671813e+04	5.011848e+00	5.807617e-05
8.669618757584287e+04	5.011848e+00	5.780933e-05
8.709635899562936e+04	5.011848e+00	5.754372e-05
8.749837752276502e+04	5.011848e+00	5.727933e-05
8.790225168310993e+04	5.011848e+00	5.701616e-05
8.830799004187789e+04	5.011848e+00	5.675419e-05
8.871560120381780e+04	5.011848e+00	5.649343e-05
8.912509381339638e+04	5.011848e+00	5.623386e-05
8.953647655498130e+04	5.011848e+00	5.597550e-05
8.994975815302556e+04	5.011848e+00	5.571831e-05
9.036494737225228e+04	5.011848e+00	5.546231e-05
9.078205301784082e+04	5.011848e+00	5.520748e-05
9.120108393561334e+04	5.011848e+00	5.495383e-05
9.162204901222244e+04	5.011848e+00	5.470134e-05
9.204495717533970e+04	5.011848e+00	5.445001e-05
9.246981739384495e+04	5.011848e+00	5.419983e-05
9.289663867801643e+04	5.011848e+00	5.395081e-05
9.332543007972202e+04	5.011848e+00	5.370293e-05
9.375620069261103e+04	5.011848e+00	5.345618e-05
9.418895965230727e+04	5.011848e+00	5.321057e-05
9.462371613660255e+04	5.011848e+00	5.296609e-05
9.506047936565151e+04	5.011848e+00	5.272274e-05
9.549925860216707e+04	5.011849e+00	5.248050e-05
9.594006315161691e+04	5.011849e+00	5.223937e-05
9.638290236242075e+04	5.011849e+00	5.199936e-05
9.682778562614873e+04	5.011849e+00	5.176044e-05
9.727472237772045e+04	5.011849e+00	5.152262e-05
9.772372209560512e+04	5.011849e+00	5.128590e-05
9.817479430202261e+04	5.011849e+00	5.105026e-05
9.862794856314533e+04	5.011849e+00	5.081571e-05
9.908319448930117e+04	5.011849e+00	5.058223e-05
9.954054173517722e+04	5.011849e+00	5.034982e-05
1.000000000000246e+05	5.011849e+00	5.011849e-05
1.004615790278643e+05	5.011849e+00	4.988821e-05
1.009252886076933e+05	5.011849e+00	4.965900e-05
1.013911385736929e+05	5.011849e+00	4.943084e-05
1.018591388054368e+05	5.011849e+00	4.920372e-05
1.023292992281007e+05	5.011849e+00	4.897765e-05
1.028016298126727e+05	5.011849e+00	4.875262e-05
1.032761405761652e+05	5.011849e+00	4.852862e-05
1.037528415818269e+05	5.011849e+00	4.830565e-05
1.042317429393561e+05	5.011849e+00	4.808371e-05
1.047128548051158e+05	5.011849e+00	4.786278e-05
1.051961873823483e+05	5.011849e+00	4.764288e-05
1.056817509213920e+05	5.011849e+00	4.742398e-05
1.061695557198987e+05	5.011849e+00	4.720608e-05
1.066596121230522e+05	5.011849e+00	4.698919e-05
1.071519305237871e+05	5.011849e+00	4.677329e-05
1.076465213630101e+05	5.011849e+00	4.655839e-05
1.081433951298206e+05	5.011849e+00	4.634447e-05
1.086425623617334e+05	5.011849e+00	4.613154e-05
1.091440336449027e+05	5.011849e+00	4.591959e-05
1.096478196143457e+05	5.011849e+00	4.570861e-05
1.101539309541688e+05	5.011849e+00	4.549859e-05
1.106623783977941e+05	5.011849e+00	4.528955e-05
1.111731727281867e+05	5.011849e+00	4.508146e-05
1.116863247780838e+05	5.011849e+00	4.487433e-05
1.122018454302242e+05	5.011849e+00	4.466815e-05
1.127197456175790e+05	5.011849e+00	4.446292e-05
1.132400363235838e+05	5.011849e+00	4.425863e-05
1.137627285823713e+05	5.011849e+00	4.405528e-05
1.142878334790055e+05	5.011849e+00	4.385287e-05
1.148153621497168e+05	5.011849e+00	4.365138e-05
1.153453257821379e+05	5.011849e+00	4.345082e-05
1.158777356155414e+05	5.011849e+00	4.325118e-05
1.164126029410781e+05	5.011849e+00	4.305246e-05
1.169499391020162e+05	5.011849e+00	4.285465e-05
1.174897554939822e+05	5.011849e+00	4.265775e-05
1.180320635652023e+05	5.011849e+00	4.246176e-05
1.185768748167455e+05	5.011849e+00	4.226666e-05
1.191242008027671e+05	5.011849e+00	4.207247e-05
1.196740531307541e+05	5.011849e+00	4.187916e-05
1.202264434617712e+05	5.011849e+00	4.168674e-05
1.207813835107081e+05	5.011849e+00	4.149521e-05
1.213388850465279e+05	5.011849e+00	4.130456e-05
1.218989598925170e+05	5.011849e+00	4.111478e-05
1.224616199265354e+05	5.011849e+00	4.092588e-05
1.230268770812688e+05	5.011849e+00	4.073784e-05
1.235947433444818e+05	5.011849e+00	4.055067e-05
1.241652307592721e+05	5.011849e+00	4.036435e-05
1.247383514243254e+05	5.011849e+00	4.017889e-05
1.253141174941728e+05	5.011849e+00	3.999429e-05
1.258925411794481e+05	5.011849e+00	3.981053e-05
1.264736347471467e+05	5.011849e+00	3.962762e-05
1.270574105208859e+05	5.011849e+00	3.944555e-05
1.276438808811662e+05	5.011849e+00	3.926431e-05
1.282330582656342e+05	5.011849e+00	3.908391e-05
1.288249551693456e+05	5.011849e+00	3.890433e-05
1.294195841450309e+05	5.011849e+00	3.872559e-05
1.300169578033615e+05	5.011849e+00	3.854766e-05
1.306170888132168e+05	5.011849e+00	3.837054e-05
1.312199899019531e+05	5.011849e+00	3.819425e-05
1.318256738556737e+05	5.011849e+00	3.801876e-05
1.324341535194996e+05	5.011849e+00	3.784408e-05
1.330454417978424e+05	5.011849e+00	3.767020e-05
1.336595516546777e+05	5.011849e+00	3.749713e-05
1.342764961138200e+05	5.011849e+00	3.732484e-05
1.348962882591992e+05	5.011849e+00	3.715335e-05
1.355189412351376e+05	5.011849e+00	3.698264e-05
1.361444682466291e+05	5.011849e+00	3.681273e-05
1.367728825596192e+05	5.011849e+00	3.664359e-05
1.374041975012860e+05	5.011849e+00	3.647523e-05
1.380384264603231e+05	5.011849e+00	3.630764e-05
1.386755828872236e+05	5.011849e+00	3.614082e-05
1.393156802945653e+05	5.011849e+00	3.597477e-05
1.399587322572969e+05	5.011849e+00	3.580948e-05
1.406047524130267e+05	5.011849e+00	3.564495e-05
1.412537544623109e+05	5.011849e+00	3.548117e-05
1.419057521689448e+05	5.011849e+00	3.531815e-05
1.425607593602546e+05	5.011849e+00	3.515588e-05
1.432187899273903e+05	5.011849e+00	3.499435e-05
1.438798578256207e+05	5.011849e+00	3.483357e-05
1.445439770746291e+05	5.011849e+00	3.467353e-05
1.452111617588107e+05	5.011849e+00	3.451421e-05
1.458814260275715e+05	5.011849e+00	3.435563e-05
1.465547840956280e+05	5.011849e+00	3.419779e-05
1.472312502433089e+05	5.011849e+00	3.404066e-05
1.479108388168580e+05	5.011849e+00	3.388426e-05
1.485935642287381e+05	5.011849e+00	3.372857e-05
1.492794409579372e+05	5.011849e+00	3.357361e-05
1.499684835502751e+05	5.011849e+00	3.341935e-05
1.506607066187121e+05	5.011849e+00	3.326580e-05
1.513561248436590e+05	5.011849e+00	3.311296e-05
1.520547529732879e+05	5.011849e+00	3.296082e-05
1.527566058238458e+05	5.011849e+00	3.280938e-05
1.534616982799681e+05	5.011849e+00	3.265863e-05
1.541700452949948e+05	5.011849e+00	3.250858e-05
1.548816618912872e+05	5.011849e+00	3.235922e-05
1.555965631605467e+05	5.011849e+00	3.221054e-05
1.563147642641349e+05	5.011849e+00	3.206254e-05
1.570362804333949e+05	5.011849e+00	3.191523e-05
1.577611269699747e+05	5.011849e+00	3.176860e-05
1.584893192461514e+05	5.011849e+00	3.162263e-05
1.592208727051572e+05	5.011849e+00	3.147734e-05
1.599558028615073e+05	5.011849e+00	3.133271e-05
1.606941253013283e+05	5.011849e+00	3.118875e-05
1.614358556826894e+05	5.011849e+00	3.104545e-05
1.621810097359340e+05	5.011849e+00	3.090281e-05
1.629296032640135e+05	5.011849e+00	3.076083e-05
1.636816521428223e+05	5.011849e+00	3.061949e-05
1.644371723215348e+05	5.011849e+00	3.047881e-05
1.651961798229433e+05	5.011849e+00	3.033877e-05
1.659586907437981e+05	5.011849e+00	3.019938e-05
1.667247212551485e+05	5.011849e+00	3.006062e-05
1.674942876026862e+05	5.011849e+00	2.992251e-05
1.682674061070894e+05	5.011849e+00	2.978503e-05
1.690440931643693e+05	5.011849e+00	2.964818e-05
1.698243652462175e+05	5.011849e+00	2.951196e-05
1.706082389003556e+05	5.011849e+00	2.937636e-05
1.713957307508860e+05	5.011849e+00	2.924139e-05
1.721868574986444e+05	5.011849e+00	2.910704e-05
1.729816359215540e+05	5.011849e+00	2.897330e-05
1.737800828749817e+05	5.011849e+00	2.884018e-05
1.745822152920947e+05	5.011849e+00	2.870767e-05
1.753880501842207e+05	5.011849e+00	2.857577e-05
1.761976046412077e+05	5.011849e+00	2.844448e-05
1.770108958317871e+05	5.011849e+00	2.831379e-05
1.778279410039374e+05	5.011849e+00	2.818370e-05
1.786487574852505e+05	5.011849e+00	2.805421e-05
1.794733626832983e+05	5.011849e+00	2.792531e-05
1.803017740860028e+05	5.011849e+00	2.779700e-05
1.811340092620063e+05	5.011849e+00	2.766929e-05
1.819700858610446e+05	5.011849e+00	2.754216e-05
1.828100216143208e+05	5.011849e+00	2.741562e-05
1.836538343348814e+05	5.011849e+00	2.728965e-05
1.845015419179943e+05	5.011849e+00	2.716427e-05
1.853531623415283e+05	5.011849e+00	2.703946e-05
1.862087136663342e+05	5.011849e+00	2.691522e-05
1.870682140366277e+05	5.011849e+00	2.679156e-05
1.879316816803747e+05	5.011849e+00	2.666846e-05
1.887991349096775e+05	5.011849e+00	2.654593e-05
1.896705921211630e+05	5.011849e+00	2.642397e-05
1.905460717963733e+05	5.011849e+00	2.630256e-05
1.914255925021574e+05	5.011849e+00	2.618171e-05
1.923091728910649e+05	5.011849e+00	2.606142e-05
1.931968317017417e+05	5.011849e+00	2.594168e-05
1.940885877593273e+05	5.011849e+00	2.582248e-05
1.949844599758543e+05	5.011849e+00	2.570384e-05
1.958844673506490e+05	5.011849e+00	2.558574e-05
1.967886289707347e+05	5.011849e+00	2.546819e-05
1.976969640112366e+05	5.011849e+00	2.535117e-05
1.986094917357879e+05	5.011849e+00	2.523469e-05
1.995262314969390e+05	5.011849e+00	2.511875e-05
2.004472027365674e+05	5.011849e+00	2.500334e-05
2.013724249862903e+05	5.011849e+00	2.488846e-05
2.023019178678789e+05	5.011849e+00	2.477411e-05
2.032357010936742e+05	5.011849e+00	2.466028e-05
2.041737944670052e+05	5.011849e+00	2.454698e-05
2.051162178826091e+05	5.011849e+00	2.443419e-05
2.060629913270528e+05	5.011849e+00	2.432193e-05
2.070141348791572e+05	5.011849e+00	2.421018e-05
2.079696687104228e+05	5.011849e+00	2.409894e-05
2.089296130854575e+05	5.011849e+00	2.398822e-05
2.098939883624062e+05	5.011849e+00	2.387800e-05
2.108628149933830e+05	5.011849e+00	2.376829e-05
2.118361135249045e+05	5.011849e+00	2.365909e-05
2.128139045983258e+05	5.011849e+00	2.355038e-05
2.137962089502781e+05	5.011849e+00	2.344218e-05
2.147830474131085e+05	5.011849e+00	2.333447e-05
2.157744409153220e+05	5.011849e+00	2.322726e-05
2.167704104820251e+05	5.011849e+00	2.312054e-05
2.177709772353718e+05	5.011849e+00	2.301431e-05
2.187761623950115e+05	5.011849e+00	2.290857e-05
2.197859872785390e+05	5.011849e+00	2.280332e-05
2.208004733019467e+05	5.011849e+00	2.269854e-05
2.218196419800789e+05	5.011849e+00	2.259425e-05
2.228435149270877e+05	5.011849e+00	2.249044e-05
2.238721138568915e+05	5.011849e+00	2.238711e-05
2.249054605836360e+05	5.011849e+00	2.228425e-05
2.259435770221559e+05	5.011850e+00	2.218186e-05
2.269864851884406e+05	5.011849e+00	2.207995e-05
2.280342072001005e+05	5.011849e+00	2.197850e-05
2.290867652768363e+05	5.011849e+00	2.187752e-05
2.301441817409101e+05	5.011849e+00	2.177700e-05
2.312064790176190e+05	5.011849e+00	2.167694e-05
2.322736796357705e+05	5.011849e+00	2.157735e-05
2.333458062281604e+05	5.011849e+00	2.147821e-05
2.344228815320526e+05	5.011849e+00	2.137952e-05
2.355049283896617e+05	5.011849e+00	2.128129e-05
2.365919697486369e+05	5.011849e+00	2.118351e-05
2.376840286625490e+05	5.011849e+00	2.108619e-05
2.387811282913794e+05	5.011849e+00	2.098930e-05
2.398832919020109e+05	5.011849e+00	2.089287e-05
2.409905428687217e+05	5.011849e+00	2.079687e-05
2.421029046736803e+05	5.011849e+00	2.070132e-05
2.432204009074443e+05	5.011849e+00	2.060620e-05
2.443430552694603e+05	5.011849e+00	2.051153e-05
2.454708915685665e+05	5.011849e+00	2.041729e-05
2.466039337234977e+05	5.011849e+00	2.032348e-05
2.477422057633926e+05	5.011849e+00	2.023010e-05
2.488857318283035e+05	5.011849e+00	2.013715e-05
2.500345361697078e+05	5.011849e+00	2.004463e-05
2.511886431510230e+05	5.011849e+00	1.995253e-05
2.523480772481227e+05	5.011849e+00	1.986086e-05
2.535128630498564e+05	5.011849e+00	1.976961e-05
2.546830252585700e+05	5.011849e+00	1.967877e-05
2.558585886906308e+05	5.011849e+00	1.958836e-05
2.570395782769530e+05	5.011849e+00	1.949836e-05
2.582260190635265e+05	5.011849e+00	1.940877e-05
2.594179362119486e+05	5.011849e+00	1.931960e-05
2.606153549999571e+05	5.011849e+00	1.923083e-05
2.618183008219664e+05	5.011849e+00	1.914247e-05
2.630267991896064e+05	5.011849e+00	1.905452e-05
2.642408757322632e+05	5.011849e+00	1.896697e-05
2.654605561976228e+05	5.011849e+00	1.887983e-05
2.666858664522172e+05	5.011849e+00	1.879308e-05
2.679168324819728e+05	5.011849e+00	1.870674e-05
2.691534803927615e+05	5.011849e+00	1.862079e-05
2.703958364109546e+05	5.011849e+00	1.853523e-05
2.716439268839788e+05	5.011849e+00	1.845007e-05
2.728977782808749e+05	5.011849e+00	1.836530e-05
2.741574171928595e+05	5.011849e+00	1.828092e-05
2.754228703338882e+05	5.011849e+00	1.819693e-05
2.766941645412231e+05	5.011849e+00	1.811332e-05
2.779713267760011e+05	5.011849e+00	1.803010e-05
2.792543841238064e+05	5.011849e+00	1.794726e-05
2.805433637952444e+05	5.011849e+00	1.786480e-05
2.818382931265187e+05	5.011849e+00	1.778271e-05
2.831391995800116e+05	5.011849e+00	1.770101e-05
2.844461107448656e+05	5.011849e+00	1.761968e-05
2.857590543375691e+05	5.011849e+00	1.753872e-05
2.870780582025439e+05	5.011849e+00	1.745814e-05
2.884031503127358e+05	5.011849e+00	1.737793e-05
2.897343587702079e+05	5.011849e+00	1.729809e-05
2.910717118067364e+05	5.011849e+00	1.721861e-05
2.924152377844098e+05	5.011849e+00	1.713949e-05
2.937649651962297e+05	5.011849e+00	1.706075e-05
2.951209226667156e+05	5.011849e+00	1.698236e-05
2.964831389525116e+05	5.011849e+00	1.690433e-05
2.978516429429967e+05	5.011849e+00	1.682667e-05
2.992264636608970e+05	5.011849e+00	1.674935e-05
3.006076302629015e+05	5.011849e+00	1.667240e-05
3.019951720402805e+05	5.011849e+00	1.659579e-05
3.033891184195063e+05	5.011849e+00	1.651954e-05
3.047894989628780e+05	5.011850e+00	1.644364e-05
3.061963433691477e+05	5.011850e+00	1.636809e-05
3.076096814741512e+05	5.011850e+00	1.629289e-05
3.090295432514399e+05	5.011850e+00	1.621803e-05
3.104559588129168e+05	5.011850e+00	1.614351e-05
3.118889584094753e+05	5.011850e+00	1.606934e-05
3.133285724316406e+05	5.011850e+00	1.599551e-05
3.147748314102140e+05	5.011850e+00	1.592201e-05
3.162277660169207e+05	5.011850e+00	1.584886e-05
3.176874070650603e+05	5.011850e+00	1.577604e-05
3.191537855101597e+05	5.011850e+00	1.570356e-05
3.206269324506305e+05	5.011850e+00	1.563141e-05
3.221068791284279e+05	5.011850e+00	1.555959e-05
3.235936569297131e+05	5.011850e+00	1.548810e-05
3.250872973855195e+05	5.011850e+00	1.541694e-05
3.265878321724214e+05	5.011849e+00	1.534610e-05
3.280952931132051e+05	5.011850e+00	1.527559e-05
3.296097121775443e+05	5.011850e+00	1.520541e-05
3.311311214826780e+05	5.011850e+00	1.513554e-05
3.326595532940918e+05	5.011850e+00	1.506600e-05
3.341950400262020e+05	5.011850e+00	1.499678e-05
3.357376142430428e+05	5.011850e+00	1.492788e-05
3.372873086589575e+05	5.011850e+00	1.485929e-05
3.388441561392916e+05	5.011850e+00	1.479102e-05
3.404081897010903e+05	5.011850e+00	1.472306e-05
3.419794425137987e+05	5.011850e+00	1.465541e-05
3.435579478999649e+05	5.011850e+00	1.458808e-05
3.451437393359470e+05	5.011850e+00	1.452105e-05
3.467368504526229e+05	5.011850e+00	1.445433e-05
3.483373150361034e+05	5.011850e+00	1.438792e-05
3.499451670284494e+05	5.011850e+00	1.432181e-05
3.515604405283906e+05	5.011850e+00	1.425601e-05
3.531831697920500e+05	5.011850e+00	1.419051e-05
3.548133892336689e+05	5.011850e+00	1.412531e-05
3.564511334263381e+05	5.011850e+00	1.406041e-05
3.580964371027303e+05	5.011850e+00	1.399581e-05
3.597493351558371e+05	5.011850e+00	1.393151e-05
3.614098626397085e+05	5.011850e+00	1.386750e-05
3.630780547701970e+05	5.011850e+00	1.380378e-05
3.647539469257040e+05	5.011850e+00	1.374036e-05
3.664375746479299e+05	5.011850e+00	1.367723e-05
3.681289736426286e+05	5.011850e+00	1.361439e-05
3.698281797803638e+05	5.011850e+00	1.355183e-05
3.715352290972706e+05	5.011850e+00	1.348957e-05
3.732501577958191e+05	5.011850e+00	1.342759e-05
3.749730022455825e+05	5.011850e+00	1.336590e-05
3.767037989840084e+05	5.011850e+00	1.330448e-05
3.784425847171933e+05	5.011850e+00	1.324336e-05
3.801893963206616e+05	5.011850e+00	1.318251e-05
3.819442708401475e+05	5.011850e+00	1.312194e-05
3.837072454923802e+05	5.011850e+00	1.306165e-05
3.854783576658737e+05	5.011850e+00	1.300164e-05
3.872576449217196e+05	5.011850e+00	1.294190e-05
3.890451449943835e+05	5.011850e+00	1.288244e-05
3.908408957925055e+05	5.011850e+00	1.282325e-05
3.926449353997037e+05	5.011850e+00	1.276433e-05
3.944573020753828e+05	5.011850e+00	1.270568e-05
3.962780342555444e+05	5.011850e+00	1.264731e-05
3.981071705536027e+05	5.011850e+00	1.258920e-05
3.999447497612034e+05	5.011850e+00	1.253136e-05
4.017908108490464e+05	5.011850e+00	1.247378e-05
4.036453929677120e+05	5.011850e+00	1.241647e-05
4.055085354484913e+05	5.011850e+00	1.235942e-05
4.073802778042207e+05	5.011850e+00	1.230263e-05
4.092606597301194e+05	5.011850e+00	1.224611e-05
4.111497211046313e+05	5.011850e+00	1.218984e-05
4.130475019902710e+05	5.011850e+00	1.213383e-05
4.149540426344731e+05	5.011850e+00	1.207808e-05
4.168693834704460e+05	5.011850e+00	1.202259e-05
4.187935651180295e+05	5.011850e+00	1.196735e-05
4.207266283845558e+05	5.011850e+00	1.191237e-05
4.226686142657152e+05	5.011850e+00	1.185763e-05
4.246195639464257e+05	5.011850e+00	1.180315e-05
4.265795188017060e+05	5.011850e+00	1.174892e-05
4.285485203975535e+05	5.011850e+00	1.169494e-05
4.305266104918251e+05	5.011850e+00	1.164121e-05
4.325138310351237e+05	5.011850e+00	1.158772e-05
4.345102241716872e+05	5.011850e+00	1.153448e-05
4.365158322402822e+05	5.011850e+00	1.148148e-05
4.385306977751024e+05	5.011850e+00	1.142873e-05
4.405548635066706e+05	5.011850e+00	1.137622e-05
4.425883723627444e+05	5.011850e+00	1.132395e-05
4.446312674692271e+05	5.011850e+00	1.127192e-05
4.466835921510821e+05	5.011850e+00	1.122013e-05
4.487453899332518e+05	5.011850e+00	1.116858e-05
4.508167045415803e+05	5.011850e+00	1.111727e-05
4.528975799037415e+05	5.011850e+00	1.106619e-05
4.549880601501699e+05	5.011850e+00	1.101534e-05
4.570881896149969e+05	5.011850e+00	1.096473e-05
4.591980128369911e+05	5.011850e+00	1.091435e-05
4.613175745605025e+05	5.011850e+00	1.086421e-05
4.634469197364117e+05	5.011850e+00	1.081429e-05
4.655860935230832e+05	5.011850e+00	1.076460e-05
4.677351412873231e+05	5.011850e+00	1.071514e-05
4.698941086053409e+05	5.011850e+00	1.066591e-05
4.720630412637166e+05	5.011850e+00	1.061691e-05
4.742419852603714e+05	5.011850e+00	1.056813e-05
4.764309868055430e+05	5.011850e+00	1.051957e-05
4.786300923227663e+05	5.011850e+00	1.047124e-05
4.808393484498571e+05	5.011850e+00	1.042313e-05
4.830588020399018e+05	5.011850e+00	1.037524e-05
4.852885001622509e+05	5.011850e+00	1.032757e-05
4.875284901035168e+05	5.011850e+00	1.028012e-05
4.897788193685773e+05	5.011850e+00	1.023288e-05
4.920395356815826e+05	5.011850e+00	1.018587e-05
4.943106869869677e+05	5.011850e+00	1.013907e-05
4.965923214504691e+05	5.011850e+00	1.009248e-05
4.988844874601458e+05	5.011850e+00	1.004611e-05
5.011872336274066e+05	5.011850e+00	9.999955e-06
5.035006087880398e+05	5.011850e+00	9.954009e-06
5.058246620032496e+05	5.011850e+00	9.908274e-06
5.081594425606968e+05	5.011850e+00	9.862751e-06
5.105049999755432e+05	5.011850e+00	9.817435e-06
5.128613839915024e+05	5.011850e+00	9.772329e-06
5.152286445818947e+05	5.011850e+00	9.727429e-06
5.176068319507065e+05	5.011850e+00	9.682735e-06
5.199959965336556e+05	5.011850e+00	9.638247e-06
5.223961889992601e+05	5.011850e+00	9.593963e-06
5.248074602499135e+05	5.011850e+00	9.549883e-06
5.272298614229644e+05	5.011850e+00	9.506005e-06
5.296634438918001e+05	5.011850e+00	9.462329e-06
5.321082592669372e+05	5.011850e+00	9.418854e-06
5.345643593971154e+05	5.011850e+00	9.375578e-06
5.370317963703971e+05	5.011850e+00	9.332501e-06
5.395106225152727e+05	5.011850e+00	9.289623e-06
5.420008904017697e+05	5.011850e+00	9.246940e-06
5.445026528425677e+05	5.011850e+00	9.204455e-06
5.470159628941187e+05	5.011850e+00	9.162164e-06
5.495408738577724e+05	5.011850e+00	9.120067e-06
5.520774392809060e+05	5.011850e+00	9.078164e-06
5.546257129580602e+05	5.011850e+00	9.036454e-06
5.571857489320799e+05	5.011850e+00	8.994935e-06
5.597576014952610e+05	5.011850e+00	8.953608e-06
5.623413251905006e+05	5.011850e+00	8.912470e-06
5.649369748124548e+05	5.011850e+00	8.871521e-06
5.675446054087001e+05	5.011850e+00	8.830760e-06
5.701642722809012e+05	5.011850e+00	8.790185e-06
5.727960309859838e+05	5.011850e+00	8.749798e-06
5.754399373373123e+05	5.011850e+00	8.709597e-06
5.780960474058741e+05	5.011850e+00	8.669580e-06
5.807644175214687e+05	5.011850e+00	8.629747e-06
5.834451042739023e+05	5.011850e+00	8.590097e-06
5.861381645141870e+05	5.011850e+00	8.550629e-06
5.888436553557480e+05	5.011850e+00	8.511342e-06
5.915616341756338e+05	5.011850e+00	8.472236e-06
5.942921586157333e+05	5.011850e+00	8.433310e-06
5.970352865839982e+05	5.011850e+00	8.394562e-06
5.997910762556716e+05	5.011850e+00	8.355993e-06
6.025595860745207e+05	5.011850e+00	8.317600e-06
6.053408747540773e+05	5.011850e+00	8.279385e-06
6.081350012788824e+05	5.011850e+00	8.241344e-06
6.109420249057373e+05	5.011850e+00	8.203479e-06
6.137620051649603e+05	5.011850e+00	8.165787e-06
6.165950018616491e+05	5.011850e+00	8.128269e-06
6.194410750769491e+05	5.011850e+00	8.090923e-06
6.223002851693280e+05	5.011850e+00	8.053748e-06
6.251726927758552e+05	5.011850e+00	8.016745e-06
6.280583588134882e+05	5.011850e+00	7.979911e-06
6.309573444803642e+05	5.011850e+00	7.943247e-06
6.338697112570988e+05	5.011850e+00	7.906750e-06
6.367955209080884e+05	5.011850e+00	7.870422e-06
6.397348354828216e+05	5.011850e+00	7.834261e-06
6.426877173171940e+05	5.011850e+00	7.798266e-06
6.456542290348307e+05	5.011850e+00	7.762436e-06
6.486344335484145e+05	5.011850e+00	7.726771e-06
6.516283940610195e+05	5.011850e+00	7.691270e-06
6.546361740674527e+05	5.011850e+00	7.655932e-06
6.576578373555990e+05	5.011850e+00	7.620756e-06
6.606934480077755e+05	5.011850e+00	7.585742e-06
6.637430704020892e+05	5.011850e+00	7.550888e-06
6.668067692138033e+05	5.011850e+00	7.516195e-06
6.698846094167085e+05	5.011850e+00	7.481662e-06
6.729766562845007e+05	5.011850e+00	7.447286e-06
6.760829753921657e+05	5.011850e+00	7.413069e-06
6.792036326173693e+05	5.011850e+00	7.379009e-06
6.823386941418552e+05	5.011850e+00	7.345106e-06
6.854882264528481e+05	5.011850e+00	7.311358e-06
6.886522963444635e+05	5.011850e+00	7.277765e-06
6.918309709191249e+05	5.011850e+00	7.244327e-06
6.950243175889860e+05	5.011850e+00	7.211042e-06
6.982324040773616e+05	5.011850e+00	7.177911e-06
7.014552984201623e+05	5.011850e+00	7.144931e-06
7.046930689673389e+05	5.011850e+00	7.112104e-06
7.079457843843309e+05	5.011850e+00	7.079426e-06
7.112135136535229e+05	5.011850e+00	7.046899e-06
7.144963260757081e+05	5.011850e+00	7.014522e-06
7.177942912715574e+05	5.011850e+00	6.982293e-06
7.211074791830963e+05	5.011850e+00	6.950212e-06
7.244359600751877e+05	5.011850e+00	6.918279e-06
7.277798045370227e+05	5.011850e+00	6.886492e-06
7.311390834836171e+05	5.011850e+00	6.854852e-06
7.345138681573155e+05	5.011850e+00	6.823356e-06
7.379042301293025e+05	5.011850e+00	6.792006e-06
7.413102413011200e+05	5.011850e+00	6.760799e-06
